"ID_PROD",0	"CATEGORIA",0	"SUBCATEGORIA",0	"NOMBRE",0	"DESCRIPCION",0	"MARCA",0	"UNIDCOMP",0	"PRECOSTO",1	"PREVENTA",1	"STOCK",1	"TPREPAR",1	"FECCRE",2	"FECMOD",2	"ACTIVO",0	"PROVEE",0
7750082001572	COUNTER	LIBRERIA		Borrador blanco chico Artesco 	ARTESCO	docena o caja	0.4	0.8	-8	0	1899:12:30:00:00:00	2017:03:02:00:00:00	V	
7751912148467	COUNTER	GASEOSA		7up (Seven Up) 500 ml		Paq. de 15	1.13	1.5	0	0	1899:12:30:00:00:00	2017:02:28:00:00:00	V	01
7705340001115	COUNTER	LIBRERIA		Clips Wingo x Caja 100unid.			0	2.5	2	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
4005401548072	COUNTER	LIBRERIA		Resaltador Faber Castell		Caja de 10	2.2	3	2	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
LIB010000	COUNTER	LIBRERIA		Tajador con depósito.			0	1.2	6	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7754111856034	COUNTER	LIBRERIA		Plumón grueso MARKER WINNER 56	FABER CASTELL	Docena	1.5	2	-1	0	1899:12:30:00:00:00	2017:05:05:00:00:00	V	
LIB010	COUNTER	LIBRERIA		Tijera naranja 		Caja de 24	0.541666666666667	1.2	3	0	1899:12:30:00:00:00	2017:04:05:00:00:00	V	
7750082207394	COUNTER	LIBRERIA		Regla Artesco 20 cm  	Artesco	docena	0.33	0.8	7	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
6604933C	COUNTER	LIBRERIA		Memoria MicroSD 8 GB		docena o fracción	13	25	0	0	2017:07:11:19:11:55	2017:07:11:19:11:55	V	
7753749001625	COUNTER	GASEOSA		Gaseosa Guarana 500 ml		Paq. de 15	1.27	2	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01
6604933C_2	COUNTER	LIBRERIA		Memoria MicroSD 16 GB		docena o fracción	18	32	0	0	2017:07:11:19:13:20	2017:07:11:19:13:20	V	
ENM01	COUNTER	SERVIC		Enmicado Fotocheck			0	2.5	812	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#281	COUNTER	SERVIC		Quemado de DVD (sin incluir DVD)			0	3	492	0	2017:10:26:13:47:23	2017:10:26:13:47:23	V	
FOT010	COUNTER	SERVIC		Fotocopia Ampliac/Reduc. - A4			0	0.5	467	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750235688	COUNTER	GASEOSA		Agua Cielo 625mL		Paq. de 15	0.8	1.2	-7	0	1899:12:30:00:00:00	2017:03:02:00:00:00	V	01, 02
#297	COUNTER	GASEOSA		Agua Cielo 1000mL		Paq de 6	1.23333333333333	2	16	0	2017:03:16:19:09:02	2017:03:16:19:09:02	V	01, 02
001	COCINA	OTRO		OTRO - COCINA. Escriba descripción			0	10	-6	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
COD000	COCINA	OTRO		Alquiler de baño			0	1	274	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
00523	COCINA	PASTELERIA		Gelatina			0	1.5	-15	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
00524	COCINA	PASTELERIA		Flan 			0	2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7752025007788	COUNTER	SNACK		Piqueos Snack		Paq. de 12	1	1.2	6	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
SNACK11	COUNTER	SNACK		Tortees Clásico		Paq. de 12	1	1.2	8	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7752025006729	COUNTER	SNACK		Tortees Picante		Paq. de 12	1	1.2	5		2018:01:06:12:19:03	2018:01:06:12:19:03	V	
7372025007351	COUNTER	SNACK		Doritos			0	1.2	14	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7752025007290	COUNTER	SNACK		Cheese Tris		Paq. de 12	0.84	1	12	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
6604933C_3	COUNTER	LIBRERIA		Memoria MicroSD 32 GB		docena o fracción	35	55	-1	0	2017:07:11:19:14:52	2017:07:11:19:14:52	V	
7752025003758	COUNTER	SNACK		Cheetos Clásico			0.84	1	10	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
00091112322	COUNTER	SNACK		Cheetos Picante			0.84	1	7	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
740617169836	COUNTER	LIBRERIA		Memoria USB Kingston 8GB - 101		docena o fracción	13	19	2	0	2017:03:23:12:01:27	2017:03:23:00:00:00	V	
7752025006736	COUNTER	SNACK		Chizitos Chipy Pequeño			0	0.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7752025006737	COUNTER	SNACK		Chizito Chipy Grande			0	1	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7752025008440	COUNTER	SNACK		Cuates pequeños			0	0.7	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
#280	COUNTER	SNACK		Cuates picante			0	1.2	0	0	2017:10:27:14:11:46	2017:10:27:14:11:46	F	
7752025008044	COUNTER	SNACK		Chifles - Natuchip 38g			0	1.2	2	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7752025008679	COUNTER	SNACK		Maní GRANUTS 50gr			0.978333333333333	1.2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
SNACK005	COUNTER	SNACK		Cheetos - Canchita 47g			0	1	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#282	COUNTER	SNACK		Chicharrón Clásico - Lay		Paq. de 12	0.85	1	4	0	2017:10:25:13:50:21	2017:10:25:13:50:21	V	
859733006328	COUNTER	LIBRERIA		Memoria USB Kigston 16GB - 101		docena o fracción	14.5	23	3	0	2017:04:21:10:37:57	2017:04:21:10:37:57	V	
#278	COUNTER	GASEOSA		Agua Cielo 2.5L		Paq.de 6	2.4	3.2	0		2018:02:08:10:30:04	2018:02:08:10:30:04	V	01, 02
7750182001205	COUNTER	GASEOSA		Agua San Luís		Paq. de 15	1.133333	1.5	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01
#277	COUNTER	GASEOSA		Agua San Mateo 600mL		Paq. de 15	1.27	1.8	15	0	2017:04:07:17:45:08	2017:04:07:17:45:08	V	01
7752025006286	COUNTER	SNACK		Free Papas pequeña		Paq. de 12	0.416666666666667	0.6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7613035612426	COUNTER	SNACK		Mini Morochas Snack	NESTLE	Tira de 8 unid.	0.91	1.2	0	0	2017:11:07:22:25:17	2017:11:07:22:25:17	V	33
7622300513917	COUNTER	SNACK		Galleta Soda Field	FIELD	Paq de 6	0.333	0.6	2	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	44, NAD1
#402	COUNTER	SNACK		Galleta Soda Field 140g	FIELD	Docena o fracción	1.39	2	1		2018:11:01:11:39:09	2018:11:01:11:39:09	V	
7750106020053	COUNTER	SNACK		Galleta Soda San Jorge	SAN JORGE	Caja de 28 unid	0.392857142857143	0.6	9	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7622300279783	COUNTER	SNACK		Galleta Vainilla Field	FIELD	paq. de 6	0.52	0.7	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	44
#401	COUNTER	SNACK		Galleta Vainilla Field 147g	FIELD	Docena o fracción	1.57	2	0		2018:11:01:11:37:41	2018:11:01:11:37:41	V	
7750168214292	COUNTER	SNACK		Galleta Chips Ahoy	NABISCO	Paq. de 6	0.85	1.2	3	0	2017:06:03:10:58:16	2017:06:03:10:58:16	V	44
SNACK14	COUNTER	SNACK		Galleta Tentación			0.48	0.7	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
#435	COUNTER	SNACK		Galleta Chips Ahoy Mini 50g	NABISCO	Paq. de 8	1.02125	1.5	1		2018:11:07:22:24:01	2018:11:07:22:24:01	V	
7622210675569	COUNTER	SNACK		Galleta ChokoSoda (Chocosoda)	FIELD	Paq de 6	0.608333333333333	1	0	0	2017:04:05:16:06:59	2017:04:05:16:06:59	V	44
7750885007245	COUNTER	SNACK		Galleta Gretel			0	0.6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7750243040136	COUNTER	SNACK		Galleta Casino			0.53	0.8	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7750885004312	COUNTER	SNACK		Galleta ChocoDonuts			0.516666666666667	0.7	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7613035754485	COUNTER	SNACK		Galleta Morocha - Doble Placer	NESTLE		0	1.3	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	33
7613031255726	COUNTER	SNACK		Galleta Morochas	NESTLE	Bolsa de 8 unid.	0.675	1	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	33
#307	COUNTER	SNACK		Galletas Pícara		Paq. de 6	0.57	0.8	4		2018:05:10:16:34:23	2018:05:10:16:34:23	V	
7622300838355	COUNTER	SNACK		Galleta Charada	FIELD	Paq de 6	0.505	0.7	6	0	2017:07:08:17:48:57	2017:07:08:17:48:57	V	44
7750885012928	COUNTER	SNACK		Galleta Frac			0	0.6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7702133005947	COUNTER	SNACK		Galleta Coronita	FIELD	Paq de 6	0.5	0.7	4	0	2017:06:28:13:52:36	2017:06:28:13:52:36	V	44
#276	COUNTER	SNACK		Galleta OREO chocolate	Nabisco	Pag de 6	0.516666666666667	0.7	6	0	2017:04:05:16:09:03	2017:04:05:16:09:03	V	44
#324	COUNTER	SNACK		Galleta Chin Chin Chocoformas		Paq. de 6	0.495	0.7	3		2018:06:15:14:18:59	2018:06:15:14:18:59	V	
7702024059158	COUNTER	SNACK		Galleta Integral Fitness 		Paq. de 9	0.5	0.7	3	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	33
7758102001199	COUNTER	SNACK		Chicle Boogie			0	0.2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7790580199913	COUNTER	SNACK		Gomitas Ositos Mogul			0	0.6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7750885438759	COUNTER	SNACK		Chocman			0.43	0.7	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
#1288	COUNTER	SNACK		Galleta Integral Hony Bran		Paq. de 9	0.485	0.7	6		2017:12:05:11:34:18	2017:12:05:11:34:18	V	44
740617169850	COUNTER	LIBRERIA		Memoria USB Kingston 32GB - 101		docena o fracción	28	38	3	0	2017:05:18:09:35:46	2017:05:18:09:35:46	V	
FASTER01	COUNTER	LIBRERIA		Faster	ARTESCO	Caja de 50	0.1	0.3	-202	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
LIB011000	COUNTER	LIBRERIA		Tajador ARTESCO simple	ARTESCO		0.208333333333333	0.8	4	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
